Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Coverage [%],# Peptides,# PSMs,# Unique Peptides,Sum PEP Score,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Groups
FALSE,High,Master Protein,A0A087WXK8,Chromosome 20 open reading frame 129 OS=Homo sapiens OX=9606 GN=FAM83D PE=1 SV=1,2,1,1,1,3.248,615,67.6,6.95,0,1,1
FALSE,High,Master Protein,A0A0B4J259,"1,4-beta-N-acetylmuramidase C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1",9,1,1,1,3.248,137,15.3,8.69,1.72,1,1
FALSE,High,Master Protein,Q9H0S4,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,4,1,1,1,3.226,455,50.6,9.1,2.15,1,1
FALSE,High,Master Protein,B9EGE7,ZNF507 protein OS=Homo sapiens OX=9606 GN=ZNF507 PE=1 SV=1,2,1,1,1,3.213,957,106.3,5.77,2.1,1,1
FALSE,High,Master Protein,A0A2Y9D025,Complex I-B14 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=1,5,1,1,1,3.206,154,17.9,10.14,0,1,1
FALSE,High,Master Protein,O15294,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,2,1,1,1,3.192,1046,116.9,6.7,0,1,1
FALSE,High,Master Protein,O15355,Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,5,1,1,1,3.172,546,59.2,4.36,0,1,1
FALSE,High,Master Protein,Q9UHD1,Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2,2,1,1,1,3.158,332,37.5,7.87,0,1,1
FALSE,High,Master Protein,A0A0J9YX62,DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=1,5,1,1,1,3.139,334,36.6,7.18,1.95,1,1
FALSE,High,Master Protein,Q8TF09,Dynein light chain roadblock-type 2 OS=Homo sapiens OX=9606 GN=DYNLRB2 PE=1 SV=1,13,1,1,1,3.115,96,10.8,7.5,0,1,1
FALSE,High,Master Protein,Q9BRK0,Receptor expression-enhancing protein 2 OS=Homo sapiens OX=9606 GN=REEP2 PE=1 SV=2,10,1,1,1,3.114,252,28.2,9.54,0,1,1
FALSE,High,Master Protein,B9ZVT1,RNA-binding protein 12B OS=Homo sapiens OX=9606 GN=RBM12B PE=1 SV=2,2,1,1,1,3.108,881,102.6,7.53,0,1,1
FALSE,High,Master Protein,A0A7P0T9L3,Cullin-4B OS=Homo sapiens OX=9606 GN=CUL4B PE=1 SV=1,1,1,1,1,3.094,780,90.3,7.99,1.95,1,1
FALSE,High,Master Protein,Q9H269,Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens OX=9606 GN=VPS16 PE=1 SV=2,2,1,1,1,3.09,839,94.6,6.77,1.79,1,1
FALSE,High,Master Protein,Q92922,SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,2,1,1,1,3.087,1105,122.8,5.76,0,1,1
FALSE,High,Master Protein,C9JVB3,Serine/Arginine-related protein 53 OS=Homo sapiens OX=9606 GN=RSRC1 PE=1 SV=2,5,1,1,1,3.073,336,38.8,11.09,0,1,1
FALSE,High,Master Protein,E9PRJ8,Tetraspanin (Fragment) OS=Homo sapiens OX=9606 GN=CD81 PE=1 SV=1,10,1,1,1,3.072,209,22.5,6.15,2.06,1,1
FALSE,High,Master Protein,Q9Y4P3,Transducin beta-like protein 2 OS=Homo sapiens OX=9606 GN=TBL2 PE=1 SV=1,4,1,1,1,3.062,447,49.8,9.44,0,1,1
FALSE,High,Master Protein,F5H433,Sal-like protein 2 OS=Homo sapiens OX=9606 GN=SALL2 PE=1 SV=3,2,1,1,1,3.059,1005,104.9,6.19,0,1,1
FALSE,High,Master Protein,Q9UJY4,ADP-ribosylation factor-binding protein GGA2 OS=Homo sapiens OX=9606 GN=GGA2 PE=1 SV=3,3,1,1,1,3.058,613,67.1,6.55,0,1,1
FALSE,High,Master Protein,Q9HBM6,Transcription initiation factor TFIID subunit 9B OS=Homo sapiens OX=9606 GN=TAF9B PE=1 SV=1,4,1,1,1,3.048,251,27.6,9.55,0,1,1
FALSE,High,Master Protein,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",4,1,1,1,3.045,480,52.6,6.37,0,1,1
FALSE,High,Master Protein,P08133,Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3,2,1,1,1,3.031,673,75.8,5.6,0,1,1
FALSE,High,Master Protein,Q96F86,Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,3,1,1,1,3.017,508,56,7.11,0,1,1
FALSE,High,Master Protein,K7EQA1,Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=1,15,1,1,1,3.012,87,10,9,1.76,1,1
FALSE,High,Master Protein,M0R3C7,Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,3,1,1,1,2.988,673,74.5,7.5,0,1,1
FALSE,High,Master Protein,P49257,Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,6,1,1,1,2.981,510,57.5,6.77,0,1,1
FALSE,High,Master Protein,Q7Z7K6,Centromere protein V OS=Homo sapiens OX=9606 GN=CENPV PE=1 SV=1,7,1,1,1,2.961,275,29.9,9.73,0,1,1
FALSE,High,Master Protein,O60831,PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1,6,1,1,1,2.958,178,19.2,9.19,0,1,1
FALSE,High,Master Protein,Q96KR1,Zinc finger RNA-binding protein OS=Homo sapiens OX=9606 GN=ZFR PE=1 SV=2,1,1,1,1,2.952,1074,116.9,9.04,1.61,1,1
FALSE,High,Master Protein,Q7L0Y3,tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2,4,1,1,1,2.93,403,47.3,9.36,0,1,1
FALSE,High,Master Protein,P35244,Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,16,1,1,1,2.93,121,13.6,5.08,0,1,1
FALSE,High,Master Protein,Q99757,"Thioredoxin, mitochondrial OS=Homo sapiens OX=9606 GN=TXN2 PE=1 SV=2",13,1,1,1,2.923,166,18.4,8.29,0,1,1
FALSE,High,Master Protein,Q8N9Q2,Protein SREK1IP1 OS=Homo sapiens OX=9606 GN=SREK1IP1 PE=1 SV=1,8,1,1,1,2.884,155,18.2,9.85,2.02,1,1
FALSE,High,Master Protein,C9JIK8,Cysteine protease (Fragment) OS=Homo sapiens OX=9606 GN=ATG4B PE=1 SV=1,8,1,1,1,2.88,219,24.8,7.96,0,1,1
FALSE,High,Master Protein,M0R2N5,Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1,5,1,1,1,2.879,346,39.9,9.61,0,1,1
FALSE,High,Master Protein,A0A804HHS7,Tripartite motif-containing protein 5 OS=Homo sapiens OX=9606 GN=TRIM5 PE=1 SV=1,6,1,1,1,2.872,265,30.4,5.15,3.91,1,1
FALSE,High,Master Protein,Q96EY5,Multivesicular body subunit 12A OS=Homo sapiens OX=9606 GN=MVB12A PE=1 SV=1,7,1,1,1,2.871,273,28.8,8.91,2.37,1,1
FALSE,High,Master Protein,Q53R41,"FAST kinase domain-containing protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD1 PE=1 SV=1",2,1,1,1,2.866,847,97.3,7.74,0,1,1
FALSE,High,Master Protein,P58107,Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3,2,1,1,1,2.849,5088,555.3,5.62,0,1,1
FALSE,High,Master Protein,Q9BVG4,Protein PBDC1 OS=Homo sapiens OX=9606 GN=PBDC1 PE=1 SV=1,4,1,1,1,2.838,233,26,4.79,0,1,1
FALSE,High,Master Protein,Q9H814,Phosphorylated adapter RNA export protein OS=Homo sapiens OX=9606 GN=PHAX PE=1 SV=1,2,1,1,1,2.814,394,44.4,5.4,0,1,1
FALSE,High,Master Protein,F8VZQ9,SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=1,5,1,1,1,2.813,213,24.1,5.3,2.08,1,1
FALSE,High,Master Protein,A0A087WYV9,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SYNJ2BP-COX16 PE=3 SV=1",8,1,1,1,2.802,182,20.5,6.1,0,1,1
FALSE,High,Master Protein,Q96SU4,Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9 PE=1 SV=2,5,1,1,1,2.799,736,83.1,6.18,0,1,1
FALSE,High,Master Protein,Q8N442,"Translation factor GUF1, mitochondrial OS=Homo sapiens OX=9606 GN=GUF1 PE=1 SV=1",2,1,1,1,2.79,669,74.3,8.59,2.13,1,1
FALSE,High,Master Protein,Q8N3U4,Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3,1,1,1,1,2.781,1231,141.2,5.43,0,1,1
FALSE,High,Master Protein,O15063,Granule associated Rac and RHOG effector protein 1 OS=Homo sapiens OX=9606 GN=GARRE1 PE=1 SV=2,1,1,1,1,2.777,1070,115.9,7.15,0,1,1
FALSE,High,Master Protein,A0A0J9YXZ5,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1,2,1,1,1,2.763,1191,135.9,6.14,0,1,1
FALSE,High,Master Protein,P15170,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1,5,1,1,1,2.763,499,55.7,5.62,0,1,1
FALSE,High,Master Protein,K7EIU0,Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,21,1,1,1,2.754,104,11.6,5.01,0,1,1
FALSE,High,Master Protein,Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,1,1,1,1,2.737,2202,251.3,7.09,0,1,1
FALSE,High,Master Protein,P26196,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,4,1,1,1,2.73,483,54.4,8.66,0,1,1
FALSE,High,Master Protein,O95801,Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3,3,1,1,1,2.729,387,44.7,5.6,2.41,1,1
FALSE,High,Master Protein,Q9NYB9,Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1,4,1,1,1,2.726,513,55.6,6.16,2.09,1,1
FALSE,High,Master Protein,Q5T4U8,Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens OX=9606 GN=RABGGTB PE=1 SV=1,7,1,1,1,2.716,152,17.3,5.5,1.95,1,1
FALSE,High,Master Protein,Q9H871,E3 ubiquitin-protein transferase RMND5A OS=Homo sapiens OX=9606 GN=RMND5A PE=1 SV=1,3,1,1,1,2.715,391,44,6.06,0,1,1
FALSE,High,Master Protein,D6RH20,"28S ribosomal protein S27, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS27 PE=1 SV=1",4,1,1,1,2.714,299,34.4,5.58,0,1,1
FALSE,High,Master Protein,Q9NYP9,Protein Mis18-alpha OS=Homo sapiens OX=9606 GN=MIS18A PE=1 SV=1,6,1,1,1,2.704,233,25.8,5.2,2.29,1,1
FALSE,High,Master Protein,A0A2U3TZM0,DNA helicase OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1,1,1,1,1,2.69,1902,216.7,6,2.53,1,1
FALSE,High,Master Protein,Q9Y5B8,Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1,6,1,1,1,2.689,376,42.5,6.47,0,1,1
FALSE,High,Master Protein,A0A3B3ITE5,Kinesin-like protein KIF1A OS=Homo sapiens OX=9606 GN=KIF1A PE=1 SV=1,1,1,1,1,2.687,1724,194.4,6.15,0,1,1
FALSE,High,Master Protein,Q9NPD3,Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3,6,1,1,1,2.686,245,26.4,6.52,2.01,1,1
FALSE,High,Master Protein,E5RIH5,TELO2-interacting protein 2 OS=Homo sapiens OX=9606 GN=TTI2 PE=1 SV=1,3,1,1,1,2.684,477,53.3,7.12,0,1,1
FALSE,High,Master Protein,A0A2R8Y595,Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1,3,1,1,1,2.679,638,73,8.28,0,1,1
FALSE,High,Master Protein,H7C1X4,R3H domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=R3HDM1 PE=1 SV=1,9,1,1,1,2.678,186,19.9,9.69,0,1,1
FALSE,High,Master Protein,Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase OS=Homo sapiens OX=9606 GN=BPNT2 PE=1 SV=1",9,1,1,1,2.674,359,38.7,6.86,0,1,1
FALSE,High,Master Protein,A0A3B3ITX4,Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1,10,1,1,1,2.672,91,10.4,10.29,0,1,1
FALSE,High,Master Protein,C9JJ19,"28S ribosomal protein S34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS34 PE=1 SV=2",3,1,1,1,2.657,225,26.3,9.89,0,1,1
FALSE,High,Master Protein,Q8WTT2,Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1,1,1,1,1,2.649,800,92.5,9.17,0,1,1
FALSE,High,Master Protein,Q5W011,Splicing factor 45 (Fragment) OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1,6,1,1,1,2.638,212,24.2,6.19,2.15,1,1
FALSE,High,Master Protein,H3BUF6,Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=1,1,1,1,1,2.623,1068,112.6,8.69,0,1,1
FALSE,High,Master Protein,B1ARF3,"Type II inositol 1,4,5-trisphosphate 5-phosphatase OS=Homo sapiens OX=9606 GN=INPP5B PE=1 SV=1",2,1,1,1,2.616,319,34.6,5.47,1.75,1,1
FALSE,High,Master Protein,Q9UJX2,Cell division cycle protein 23 homolog OS=Homo sapiens OX=9606 GN=CDC23 PE=1 SV=3,2,1,1,1,2.615,597,68.8,7.02,1.66,1,1
FALSE,High,Master Protein,O43657,Tetraspanin-6 OS=Homo sapiens OX=9606 GN=TSPAN6 PE=1 SV=1,10,1,1,1,2.609,245,27.5,8.1,0,1,1
FALSE,High,Master Protein,Q9P0L0,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,8,1,1,1,2.604,249,27.9,8.62,0,1,1
FALSE,High,Master Protein,V9GZ54,Moesin (Fragment) OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=1,7,1,1,1,2.595,103,12.1,5.25,1.88,1,1
FALSE,High,Master Protein,P62875,"DNA-directed RNA polymerases I, II, and III subunit RPABC5 OS=Homo sapiens OX=9606 GN=POLR2L PE=1 SV=1",13,1,1,1,2.593,67,7.6,7.77,2.12,1,1
FALSE,High,Master Protein,O75376,Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2,0,1,1,1,2.59,2440,270,7.11,0,1,1
FALSE,High,Master Protein,Q5VT25,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1,1,1,1,1,2.579,1732,197.2,6.58,0,1,1
FALSE,High,Master Protein,Q9HBH5,Retinol dehydrogenase 14 OS=Homo sapiens OX=9606 GN=RDH14 PE=1 SV=1,2,1,1,1,2.572,336,36.8,8.79,0,1,1
FALSE,High,Master Protein,O43719,HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1,2,1,1,1,2.571,755,85.8,4.4,0,1,1
FALSE,High,Master Protein,Q96HP0,Dedicator of cytokinesis protein 6 OS=Homo sapiens OX=9606 GN=DOCK6 PE=1 SV=3,1,1,1,1,2.568,2047,229.4,6.74,0,1,1
FALSE,High,Master Protein,Q5SY16,Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1,3,1,1,1,2.553,702,79.3,9.13,0,1,1
FALSE,High,Master Protein,O60828,Polyglutamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PQBP1 PE=1 SV=1,9,1,1,1,2.553,265,30.5,6.33,2.01,1,1
FALSE,High,Master Protein,E9PK12,Protein fuzzy homolog OS=Homo sapiens OX=9606 GN=FUZ PE=1 SV=1,4,1,1,1,2.55,368,40.6,5.95,0,1,1
FALSE,High,Master Protein,Q96EK4,THAP domain-containing protein 11 OS=Homo sapiens OX=9606 GN=THAP11 PE=1 SV=2,5,1,1,1,2.545,314,34.4,8.98,0,1,1
FALSE,High,Master Protein,Q96GX2,Ataxin-7-like protein 3B OS=Homo sapiens OX=9606 GN=ATXN7L3B PE=1 SV=2,21,1,1,1,2.543,97,10.8,4.36,0,1,1
FALSE,High,Master Protein,O00203,AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,2,1,1,1,2.542,1094,121.2,6.04,0,1,1
FALSE,High,Master Protein,A8MXN1,Receptor expression-enhancing protein (Fragment) OS=Homo sapiens OX=9606 GN=REEP6 PE=1 SV=2,6,1,1,1,2.531,139,15.5,8.48,0,1,1
FALSE,High,Master Protein,Q7L5N7,Lysophosphatidylcholine acyltransferase 2 OS=Homo sapiens OX=9606 GN=LPCAT2 PE=1 SV=1,4,1,1,1,2.518,544,60.2,6.55,0,1,1
FALSE,High,Master Protein,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",4,1,1,1,2.513,210,23.7,6.34,1.88,1,1
FALSE,High,Master Protein,Q96HE7,ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,4,1,1,1,2.511,468,54.4,5.68,2.05,1,1
FALSE,High,Master Protein,Q13523,Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens OX=9606 GN=PRPF4B PE=1 SV=3,1,1,1,1,2.506,1007,116.9,10.26,1.66,1,1
FALSE,High,Master Protein,A0A7I2V5Y3,Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,19,1,1,1,2.499,99,10.7,4.53,0,1,1
FALSE,High,Master Protein,B5MDE0,Protein RFT1 homolog OS=Homo sapiens OX=9606 GN=RFT1 PE=1 SV=1,2,1,1,1,2.49,502,55.8,8.72,0,1,1
FALSE,High,Master Protein,Q8IWA4,Mitofusin-1 OS=Homo sapiens OX=9606 GN=MFN1 PE=1 SV=3,2,1,1,1,2.487,741,84.1,6.33,0,1,1
FALSE,High,Master Protein,B4DKA4,Elongator complex protein 3 OS=Homo sapiens OX=9606 GN=ELP3 PE=1 SV=1,3,1,1,1,2.479,475,54.2,8.48,0,1,1
FALSE,High,Master Protein,O75081,Protein CBFA2T3 OS=Homo sapiens OX=9606 GN=CBFA2T3 PE=1 SV=2,3,1,1,1,2.478,653,71.1,8.18,0,1,1
FALSE,High,Master Protein,A0A0J9YXF2,Paraoxonase OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=1,4,1,1,1,2.472,375,41.5,5.72,0,1,1
FALSE,High,Master Protein,A0A7I2V612,Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=1,4,1,1,1,2.467,609,69.9,6.89,0,1,1
FALSE,High,Master Protein,J3KPD3,"RNA binding motif protein 7, isoform CRA_c OS=Homo sapiens OX=9606 GN=RBM7 PE=1 SV=1",3,1,1,1,2.459,267,30.6,9.57,0,1,1
FALSE,High,Master Protein,A0A087WY03,Splicing regulatory glutamine/lysine-rich protein 1 OS=Homo sapiens OX=9606 GN=SREK1 PE=1 SV=1,21,1,1,1,2.403,100,10.7,4.78,0,1,1
FALSE,High,Master Protein,H7C3P9,COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=2,6,1,1,1,2.402,345,39,5.92,0,1,1
FALSE,High,Master Protein,O60906,Sphingomyelin phosphodiesterase 2 OS=Homo sapiens OX=9606 GN=SMPD2 PE=1 SV=2,4,1,1,1,2.388,423,47.6,6.98,0,1,1
FALSE,High,Master Protein,Q96P11,28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2,4,1,1,1,2.386,429,46.7,8.62,0,1,1
FALSE,High,Master Protein,Q969H8,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,9,1,1,1,2.384,173,18.8,6.68,0,1,1
FALSE,High,Master Protein,Q08380,Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1,3,1,1,1,2.371,585,65.3,5.27,0,1,1
FALSE,High,Master Protein,H0YND7,ATP-binding domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=DPH6 PE=1 SV=1,8,1,1,1,2.361,169,19.5,5.63,0,1,1
FALSE,High,Master Protein,H7C258,MTRF1L release factor glutamine methyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=HEMK1 PE=1 SV=1,19,1,1,1,2.35,124,13.6,6.16,0,1,1
FALSE,High,Master Protein,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2",2,1,1,1,2.349,727,83.5,6.95,0,1,1
FALSE,High,Master Protein,Q99741,Cell division control protein 6 homolog OS=Homo sapiens OX=9606 GN=CDC6 PE=1 SV=1,3,1,1,1,2.349,560,62.7,9.58,0,1,1
FALSE,High,Master Protein,H7C543,Activated leukocyte cell adhesion molecule (Fragment) OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=1,9,1,1,1,2.339,344,38.2,5.58,0,1,1
FALSE,High,Master Protein,P63279,SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1,22,1,1,1,2.339,158,18,8.66,0,1,1
FALSE,High,Master Protein,O75330,Hyaluronan mediated motility receptor OS=Homo sapiens OX=9606 GN=HMMR PE=1 SV=2,3,1,1,1,2.336,724,84,5.83,0,1,1
FALSE,High,Master Protein,P17026,Zinc finger protein 22 OS=Homo sapiens OX=9606 GN=ZNF22 PE=1 SV=3,5,1,1,1,2.336,224,25.9,10.04,0,1,1
FALSE,High,Master Protein,A2A2L6,Replication termination factor 2 OS=Homo sapiens OX=9606 GN=RTF2 PE=1 SV=1,10,1,1,1,2.328,230,26.1,9.07,0,1,1
FALSE,High,Master Protein,A0A2R8Y4X0,Kinase suppressor of Ras 1 OS=Homo sapiens OX=9606 GN=KSR1 PE=1 SV=1,2,1,1,1,2.31,829,92.2,8.68,0,1,1
FALSE,High,Master Protein,Q9UNY4,Transcription termination factor 2 OS=Homo sapiens OX=9606 GN=TTF2 PE=1 SV=2,1,1,1,1,2.308,1162,129.5,8.37,0,1,1
FALSE,High,Master Protein,A0A087WYM3,NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=1,6,1,1,1,2.303,389,43.3,5.12,0,1,1
FALSE,High,Master Protein,Q9NRY4,Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3,2,1,1,1,2.3,1499,170.4,6.64,0,1,1
FALSE,High,Master Protein,Q5QPN9,Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1,6,1,1,1,2.294,137,14.5,6.71,1.92,1,1
FALSE,High,Master Protein,A0A0C4DFM7,Terminal uridylyltransferase 4 OS=Homo sapiens OX=9606 GN=TUT4 PE=1 SV=1,0,1,1,1,2.287,1645,185.1,7.97,0,1,1
FALSE,High,Master Protein,Q96S59,Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1,1,1,1,1,2.281,729,77.8,6.79,1.81,1,1
FALSE,High,Master Protein,B1AMU7,Exosome complex component CSL4 (Fragment) OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=2,7,1,1,1,2.28,165,17.9,6.51,0,1,1
FALSE,High,Master Protein,O14763,Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens OX=9606 GN=TNFRSF10B PE=1 SV=2,4,1,1,1,2.272,440,47.8,5.55,0,1,1
FALSE,High,Master Protein,A0A7P0T9G7,Methionine synthase OS=Homo sapiens OX=9606 GN=MTR PE=1 SV=1,1,1,1,1,2.263,1205,133.6,5.45,1.89,1,1
FALSE,High,Master Protein,A6NN50,Obscurin-like protein 1 OS=Homo sapiens OX=9606 GN=OBSL1 PE=1 SV=1,1,1,1,1,2.26,1804,197,5.62,0,1,1
FALSE,High,Master Protein,A0A6Q8PFF7,Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1,2,1,1,1,2.251,431,48.4,6.27,2.13,1,1
FALSE,High,Master Protein,Q9H5V9,STING ER exit protein OS=Homo sapiens OX=9606 GN=STEEP1 PE=1 SV=1,6,1,1,1,2.247,222,25.6,8.73,0,1,1
FALSE,High,Master Protein,A0A087WW35,Methyltransferase-like protein OS=Homo sapiens OX=9606 GN=METTL2A PE=1 SV=1,9,1,1,1,2.246,313,36.1,5.87,0,1,1
FALSE,High,Master Protein,B4DHE8,RNA-binding protein Musashi homolog 2 OS=Homo sapiens OX=9606 GN=MSI2 PE=1 SV=1,6,1,1,1,2.245,324,34.8,8.88,2.02,1,1
FALSE,High,Master Protein,Q9BV20,Methylthioribose-1-phosphate isomerase OS=Homo sapiens OX=9606 GN=MRI1 PE=1 SV=1,3,1,1,1,2.242,369,39.1,6.3,0,1,1
FALSE,High,Master Protein,P46977,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,4,1,1,1,2.241,705,80.5,8.07,0,1,1
FALSE,High,Master Protein,Q16629,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1,4,1,1,1,2.235,238,27.4,11.82,2.25,1,1
FALSE,High,Master Protein,H0YMJ0,Mortality factor 4-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=MORF4L1 PE=1 SV=1,8,1,1,1,2.235,245,28.2,9.26,0,1,1
FALSE,High,Master Protein,F5H459,AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP3S1 PE=1 SV=1,9,1,1,1,2.221,162,18.8,5.08,0,1,1
FALSE,High,Master Protein,O15235,"28S ribosomal protein S12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS12 PE=1 SV=1",18,1,1,1,2.22,138,15.2,10.29,0,1,1
FALSE,High,Master Protein,O00429,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,2,1,1,1,2.21,736,81.8,6.81,0,1,1
