"","Accession","HCC1806_Rep1","HCC1806_Rep2","HCC1806_Rep3","HCC1806_Rep4","MCF10A_Rep1","MCF10A_Rep2","MCF10A_Rep3","MCF10A_Rep4","MCF7_Rep1","MCF7_Rep2","MCF7_Rep3","MCF7_Rep4","MDAMB231_Rep1","MDAMB231_Rep2","MDAMB231_Rep3","MDAMB231_Rep4","Description","hcc1806_mean","hcc1806_sd","mcf7_mean","mcf7_sd","mdam_mean","mdam_sd","mcf10a_mean","mcf10a_sd","mcf10_fc_mdamb231","mcf10_fc_mcf7","mcf10_fc_hcc","fc_mdamb_v_mcf7","fc_mdamb_v_hcc","fc_mdamb_v_mcf10","fc_mcf7_v_hcc","fc_mcf7_v_mcf10","fc_hcc_v_mcf10","MCF10A-HCC1806","MCF7-HCC1806","MDAMB231-HCC1806","MCF7-MCF10A","MDAMB231-MCF10A","MDAMB231-MCF7","p.t_mdam_mcf7","p.t_mdam_hcc","p.t_mdam_mcf10","p.t_mcf7_hcc","p.t_mcf7_mcf10","p.t_hcc_mcf10"
"4127","A6NIH7",294.3,262.9,262.3,368.9,347.6,390.1,227.4,264.3,426.4,342.6,310.2,351.9,334.9,156.4,422.8,476.8,"Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1",297.1,50.1456545142913,357.775,49.1174358044066,347.725,140.316722096834,307.35,74.6389755199431,1.13136489344396,1.16406377094518,0.966650398568407,0.971909719795961,1.17039717266913,1.13136489344396,1.20422416694716,1.16406377094518,0.966650398568407,0.998252347578085,0.75899061115808,0.842035076581167,0.843550305632188,0.910966679693521,0.998351838974567,"ns","ns","ns","ns","ns","ns"
"4128","P21912",5816.5,6029.4,5655.7,5125.4,6187.8,4381.8,5572.6,6439.6,4800.6,5021.2,4329.8,5275.2,7281.8,8230.7,5418.2,5059.8,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3",5656.75,385.885134031705,4856.7,401.236970712654,6497.625,1511.17817695333,5645.45,917.775606198668,1.15094899432286,0.860285716816197,1.00200161191756,1.33786830563963,1.14864984310779,1.15094899432286,0.858567198479693,0.860285716816197,1.00200161191756,0.999998046629696,0.62620372725034,0.589873510199873,0.63626591288715,0.579852141453624,0.109744789704461,"ns","ns","ns","ns","ns","ns"
"4129","Q8IY17",526,588.7,583.3,179.4,348.5,389.6,643.7,413.5,362.4,315.8,449,337.7,510.4,742.4,281.9,383.2,"Patatin-like phospholipase domain-containing protein 6 OS=Homo sapiens OX=9606 GN=PNPLA6 PE=1 SV=3",469.35,195.370801298454,366.225,58.3743308312823,479.475,198.654362734206,448.825,132.661005951259,1.06828942238066,0.815963905753913,1.04573051857628,1.30923612533279,1.0215723873442,1.06828942238066,0.780281240012784,0.815963905753913,1.04573051857628,0.997631347191768,0.790362787188616,0.999712206982291,0.877506835759357,0.992264807654921,0.741372732398865,"ns","ns","ns","ns","ns","ns"
"4130","Q9Y4R8",123.9,202.1,163.3,85.6,131.4,104.3,232.1,119.5,148.7,96.7,128.8,168.3,108.1,120.4,110.3,0.1,"Telomere length regulation protein TEL2 homolog OS=Homo sapiens OX=9606 GN=TELO2 PE=1 SV=2",143.725,50.2074612649023,135.625,30.5524003421444,84.725,56.6702964523744,146.825,57.9217503764058,0.577047505533799,0.923718712753278,0.978886429422782,0.624700460829493,0.589493825013046,0.577047505533799,0.943642372586537,0.923718712753278,0.978886429422782,0.999744822311398,0.995541802074892,0.381077868962329,0.988471731927208,0.339948388451756,0.501172214458338,"ns","ns","ns","ns","ns","ns"
"4131","Q8N335",2187.1,2017.5,2187.3,2061,1901.3,2085.6,2251.8,2294.5,5519.7,4849.8,6850.9,6026.4,2173.5,2150.2,1953.3,2593.5,"Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens OX=9606 GN=GPD1L PE=1 SV=1",2113.225,87.2455299714546,5811.7,843.909224976241,2217.625,269.346658601884,2133.3,179.003705734453,1.0395279613744,2.72427694182722,0.990589696714011,0.381579400175508,1.04940316341137,1.0395279613744,2.75015675093755,2.72427694182722,0.990589696714011,0.999906966168866,4.01107191350114e-07,0.987519308834853,4.25972811135544e-07,0.993310760598355,5.50007648869588e-07,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"4132","Q8IVT2",2241.5,1627.4,1825.8,1064.4,1639.5,1145.3,1927.3,2089.9,1657,1469.5,2301.7,1935.8,1013,1073.4,887.3,884.7,"Mitotic interactor and substrate of PLK1 OS=Homo sapiens OX=9606 GN=MISP PE=1 SV=1",1689.775,489.178838292636,1841,361.9851654419,964.6,94.0554800813505,1700.5,414.342306151166,0.567244927962364,1.08262275801235,0.993693031461335,0.523954372623574,0.570845230873933,0.567244927962364,1.08949416342412,1.08262275801235,0.993693031461335,0.999974000764028,0.937296717838924,0.0710800404339453,0.948688540218158,0.0663051974621464,0.0262084582695992,"Up in MCF7","ns","ns","ns","ns","ns"
"4133","Q6P4F2",648,667.7,627.1,461.6,598.5,501.8,619.8,701.1,846.4,726.5,689.8,784,883.5,1134,740,949.3,"Ferredoxin-2, mitochondrial OS=Homo sapiens OX=9606 GN=FDX2 PE=1 SV=2",601.1,94.4659021375791,761.675,68.5079739884343,926.7,163.510631662491,605.3,81.9479102845216,1.53097637535107,1.25834297042789,0.993061291921361,1.21666064922703,1.54167359840293,1.53097637535107,1.26713525203793,1.25834297042789,0.993061291921361,0.999937524568167,0.209925705604785,0.00541106459426899,0.227806964500474,0.00594576018984738,0.192239689317172,"ns","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"4134","Q9UHV7",21.2,26.2,21.9,30,33.8,0.1,24.3,17.2,22.2,0.1,31.7,41,24.6,31.7,31.2,0.1,"Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens OX=9606 GN=MED13 PE=1 SV=3",24.825,4.09745856192185,23.75,17.5355828721679,21.9,14.8891459347629,18.85,14.2301323488809,1.16180371352785,1.25994694960212,1.31697612732096,0.922105263157895,0.882175226586103,1.16180371352785,0.956696878147029,1.25994694960212,1.31697612732096,0.924444974821768,0.999479863202996,0.989900163330231,0.955954186997998,0.988591247720728,0.997378824605736,"ns","ns","ns","ns","ns","ns"
"4135","Q7Z3U7",207.1,481.2,409.4,160,221.3,305,454.2,189,232.6,266.4,260.7,262.6,244.3,436.6,191.4,111.6,"Protein MON2 homolog OS=Homo sapiens OX=9606 GN=MON2 PE=1 SV=3",314.425,155.13422951324,255.575,15.4988978102746,245.975,138.294091823669,292.375,118.440938164696,0.841299700726806,0.874134245404019,1.07541684480547,0.962437640614301,0.7823010256818,0.841299700726806,0.812832949033951,0.874134245404019,1.07541684480547,0.993496613934578,0.8972718469381,0.849636068328552,0.971397734006267,0.945459917454895,0.999449424429106,"ns","ns","ns","ns","ns","ns"
"4136","Q5HYI8",1000.3,1025.7,1000.3,989.8,954.5,883.3,1323.9,942,1131.8,1262.3,1466.8,1332.9,1138.3,1511.8,1141,1280.9,"Rab-like protein 3 OS=Homo sapiens OX=9606 GN=RABL3 PE=1 SV=1",1004.025,15.2742430254333,1298.45,139.770728933732,1268,175.647317087395,1025.925,201.060461470341,1.23595779418573,1.26563832638838,0.978653410337013,0.976548962224191,1.26291676004084,1.23595779418573,1.29324469012226,1.26563832638838,0.978653410337013,0.996767374392635,0.0715272329049222,0.115175391472216,0.100939657509162,0.160151858890504,0.991467717881147,"ns","ns","ns","ns","ns","ns"
"4137","Q9H944",73.2,64.5,66.9,208.1,61.9,157.7,99.9,77.6,95.2,191.5,71.6,113.6,169,75.3,220.3,355.8,"Mediator of RNA polymerase II transcription subunit 20 OS=Homo sapiens OX=9606 GN=MED20 PE=1 SV=1",103.175,70.0461455042317,117.975,51.9435831776489,205.1,117.036717885172,99.275,41.9546084079767,2.06597834298665,1.18836565096953,1.03928481490808,1.7385039203221,1.98788466198207,2.06597834298665,1.1434456021323,1.18836565096953,1.03928481490808,0.999854310289514,0.992295777417272,0.279104217764196,0.984780484540801,0.251557684916786,0.403010821315115,"ns","ns","ns","ns","ns","ns"
"4138","Q7Z7H8",1507.5,1529.4,1489.9,1474.6,1415.4,1577.8,1466.7,1466.5,1925.2,1805.4,1568.8,1753.8,1641.5,1298.5,1668.8,3150.5,"39S ribosomal protein L10, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL10 PE=1 SV=3",1500.35,23.5746332597844,1763.3,148.21664324,1939.825,824.516841853458,1481.6,68.5246914136309,1.30927713282937,1.19013228941685,1.01265523758099,1.10011058810185,1.29291498650315,1.30927713282937,1.17525910620855,1.19013228941685,1.01265523758099,0.999904569719058,0.812887930670144,0.479004947463311,0.780497742130521,0.445013542175993,0.932033064896723,"ns","ns","ns","ns","ns","ns"
"4139","P34896",2386.8,1039.6,1273.2,3721.9,2065.2,2196.8,1108.6,2065.1,6218.4,7636.6,5961.4,6989.9,1782.7,932.1,2652.7,4181.4,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",2105.375,1227.5646198198,6701.575,761.297175330808,2387.225,1387.12894708219,1858.925,504.051792147064,1.28419651142461,3.60508089352717,1.13257662358621,0.356218500874794,1.13387163806923,1.28419651142461,3.18307902392685,3.60508089352717,1.13257662358621,0.986098633858816,0.000201713054269193,0.979538095747614,0.000123447582862202,0.885819929653272,0.000360075483843203,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"4140","Q9H0V9",149.6,331.8,253.5,243.6,195.4,260.6,336.5,163.7,247.8,208.8,147.7,122.4,234.7,210.6,380,153.1,"VIP36-like protein OS=Homo sapiens OX=9606 GN=LMAN2L PE=1 SV=1",244.625,74.6303055065434,181.675,57.0850462030119,244.6,96.5391457734461,239.05,76.4718902604088,1.02321690023008,0.7599874503242,1.02332148086174,1.34636025870373,0.999897802759325,1.02321690023008,0.742667347981604,0.7599874503242,1.02332148086174,0.999599981707521,0.667772982445092,0.999999999963761,0.725940393296074,0.99960532190099,0.668037494439321,"ns","ns","ns","ns","ns","ns"
"4141","Q92989",314.5,165.8,168.1,361.1,263.5,238.4,211.1,219.2,225.1,271,205.2,247.6,252.1,94.8,164.7,264.1,"Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens OX=9606 GN=CLP1 PE=1 SV=1",252.375,100.462509591058,237.225,28.4077894247335,193.925,79.5586314194339,233.05,23.3055787312823,0.832117571336623,1.01791461059858,1.0829221197168,0.817472863315418,0.76840019811788,0.832117571336623,0.939970282317979,1.01791461059858,1.0829221197168,0.975695841333835,0.987937441517771,0.614937683668208,0.999736113371492,0.839249757300664,0.795558990860959,"ns","ns","ns","ns","ns","ns"
"4142","Q96PD2",62,98.4,107.9,10.6,23.8,0.1,111.6,62.3,0.1,0.1,31.9,19.7,35.2,136.7,15.4,0.1,"Discoidin, CUB and LCCL domain-containing protein 2 OS=Homo sapiens OX=9606 GN=DCBLD2 PE=1 SV=1",69.725,44.1022580676621,12.95,15.6515174983131,46.85,61.5992694761878,49.45,48.7205979711525,0.9474216380182,0.261880687563195,1.41001011122346,3.61776061776062,0.671925421297956,0.9474216380182,0.185729652205091,0.261880687563195,1.41001011122346,0.92130131695807,0.339108862767685,0.892122474649734,0.679434725150365,0.999802255899479,0.725273266627152,"ns","ns","ns","ns","ns","ns"
"4143","O15143",12015.9,12624,12579.3,5604,9855.1,5501.6,13799.7,12955.2,8347.3,8347,14399.8,10481.6,8746.9,15896,6777,6132.9,"Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3",10705.8,3412.43894890443,10393.925,2853.84519946335,9388.2,4478.76731776352,10527.9,3755.56529522077,0.891744792408742,0.987274290219322,1.01689795685749,0.903239151716026,0.87692652580844,0.891744792408742,0.970868594593585,0.987274290219322,1.01689795685749,0.999877759028422,0.999344378387765,0.955766301271341,0.999947739507876,0.970524457148147,0.979348669289172,"ns","ns","ns","ns","ns","ns"
"4144","Q9Y3Q8",81,89.3,77,147,90.7,211.6,88.5,43.7,220.9,246.4,154.4,155.4,106.3,150.2,128.6,95.4,"TSC22 domain family protein 4 OS=Homo sapiens OX=9606 GN=TSC22D4 PE=1 SV=2",98.575,32.6872426694778,194.275,46.6447120975858,120.125,24.3501368921546,108.625,71.9847842718631,1.10586881472957,1.78849252013809,0.907479861910242,0.618324539956248,1.21861526756277,1.10586881472957,1.97083439005833,1.78849252013809,0.907479861910242,0.990197532066131,0.0613163754681331,0.916372022904579,0.101555284711484,0.985499271961696,0.17609401715726,"ns","ns","ns","ns","ns","ns"
"4145","Q9NXH9",1944.5,1775.6,1707,1938,1785.2,1821.4,1611.8,2021.5,1307.8,1181.9,970.9,1340.9,1353.2,1162.5,1326,3933.3,"tRNA (guanine(26)-N(2))-dimethyltransferase OS=Homo sapiens OX=9606 GN=TRMT1 PE=1 SV=1",1841.275,118.819341158472,1200.375,167.618125014371,1943.75,1329.03788885043,1809.975,168.087762294979,1.07390986063343,0.663199767952596,1.01729305653393,1.6192856399042,1.05565436993388,1.07390986063343,0.651925975207397,0.663199767952596,1.01729305653393,0.999893993247152,0.5583340622474,0.996351206804605,0.596210985162721,0.992002856520506,0.439708686915285,"ns","ns","ns","ns","ns","ns"
"4146","Q9NQ48",110.2,132.8,134.4,172.7,86.2,226,141,116.8,145.7,134.1,123.2,145.9,183.3,198.6,200.3,208.2,"Leucine zipper transcription factor-like protein 1 OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1",137.525,25.9231395989503,137.225,10.8558356042576,197.6,10.4105715501119,142.5,60.0129985919717,1.38666666666667,0.962982456140351,0.965087719298245,1.43997085079249,1.43682966733321,1.38666666666667,0.997818578440284,0.962982456140351,0.965087719298245,0.996553873207816,0.999999228729941,0.104599587100397,0.995902531856096,0.147008303296576,0.10243596673444,"ns","ns","ns","ns","ns","ns"
"4147","P31150",3726.1,2462.1,2586.5,3641.9,2755.3,3474.9,2577.4,3644.8,6605.4,6972.8,6041.3,6923.6,4871.5,4073.6,5883.5,4902,"Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2",3104.15,672.355706948834,6635.775,428.46713117811,4932.65,740.891663245489,3113.1,525.547162488772,1.58448170633773,2.13156499951817,0.997125052198773,0.743341960810907,1.5890501425511,1.58448170633773,2.13771080650097,2.13156499951817,0.997125052198773,0.99999649915055,1.39664168603559e-05,0.00510245245875063,1.43349283358019e-05,0.00528925897150201,0.00846983098260012,"Up in MCF7","Up in MDAMB231","Up in MDAMB231","Up in MCF7","Up in MCF7","ns"
"4148","Q49A26",311.9,333.3,350.4,565.2,371.9,550.6,388.3,277,649.4,524.5,416.3,487,321.5,239.8,374.8,172.8,"Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4",390.2,117.725018581438,519.3,97.6479049101072,277.225,89.0437486108187,396.95,113.57618588419,0.698387706260234,1.30822521728177,0.982995339463408,0.533843635663393,0.710468990261404,0.698387706260234,1.33085597129677,1.30822521728177,0.982995339463408,0.999715925297121,0.348268253984896,0.456646875291507,0.39158912302556,0.409262334183349,0.0303553704327758,"Up in MCF7","ns","ns","ns","ns","ns"
"4149","O95295",94.3,265,232.3,129.9,150.2,253.3,227.4,95.2,163.9,138.6,130.5,187.3,91.9,159.6,114.3,0.1,"SNARE-associated protein Snapin OS=Homo sapiens OX=9606 GN=SNAPIN PE=1 SV=1",180.375,81.2695668746918,155.075,25.7661761488455,91.475,67.1107728560276,181.525,72.3174195243903,0.503925079190194,0.854290042693844,0.99366478446495,0.589875866516202,0.507137907137907,0.503925079190194,0.85973665973666,0.854290042693844,0.99366478446495,0.999994086153233,0.945104325013396,0.267449784391648,0.938047786347628,0.258052997183504,0.534226465506302,"ns","ns","ns","ns","ns","ns"
"4150","Q05519",2992.6,2729.7,3214.4,3414.2,3182.7,3104.1,3099.5,3000.2,3035.2,2610.9,3102.6,2973.1,2994.4,2500.1,3169,2216.7,"Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1",3087.725,294.314541208325,2930.45,219.498982533709,2720.05,439.151928911472,3096.625,74.7681471840338,0.878391797521495,0.946336737577201,0.997125903201066,0.928202153252913,0.880923657385292,0.878391797521495,0.94906444064805,0.946336737577201,0.997125903201066,0.999968428057189,0.866150166554563,0.319198513235435,0.846643913393607,0.300674964962759,0.735281167547423,"ns","ns","ns","ns","ns","ns"
"4151","Q9UGY1",812,693.3,846.2,1048,781.5,965.9,712,862.9,1074.4,986,728.8,866.1,642.2,430.7,418.3,169.5,"Nucleolar protein 12 OS=Homo sapiens OX=9606 GN=NOL12 PE=1 SV=1",849.875,147.441816207841,913.825,150.006097098307,415.175,193.345414134048,830.575,109.279683229165,0.499864551666015,1.10023176714926,1.02323691418596,0.454326594260389,0.488513016620091,0.499864551666015,1.07524635975879,1.10023176714926,1.02323691418596,0.997865980652672,0.932786297685664,0.00798594716289669,0.866496848583821,0.0108950884505387,0.00290225898493879,"Up in MCF7","Up in HCC1806","Up in MCF10A","ns","ns","ns"
"4152","P98170",18.1,43,46.1,12.7,17.8,0.1,43.9,25.7,0.1,24.7,42.3,20.1,12.1,88.6,9.1,0.1,"E3 ubiquitin-protein ligase XIAP OS=Homo sapiens OX=9606 GN=XIAP PE=1 SV=2",29.975,17.0206492238105,21.8,17.3439710946869,27.475,41.067779340987,21.875,18.1703742394041,1.256,0.996571428571429,1.37028571428571,1.26032110091743,0.916597164303586,1.256,0.727272727272727,0.996571428571429,1.37028571428571,0.96862525684645,0.967800246658231,0.998996965852725,0.999999972674174,0.989122395657432,0.98869299636118,"ns","ns","ns","ns","ns","ns"
"4153","P51858",15584,24717.8,20880.6,13734,16575.6,14575.6,26309.7,18670.5,13722.4,14122.7,20076,16430.4,11192.2,23346.5,12172.8,7636.5,"Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1",18729.1,5011.19273759584,16087.875,2914.32377219256,13587,6791.9393200077,19032.85,5131.2441171708,0.713871017740381,0.845268837825129,0.984040750596994,0.844549078110067,0.725448633410041,0.713871017740381,0.858977473557192,0.845268837825129,0.984040750596994,0.999779485555275,0.88509263569073,0.515736696813154,0.849121210543895,0.469538405158348,0.900143364517583,"ns","ns","ns","ns","ns","ns"
"4154","Q9NXV6",87.1,77.6,115,261.1,91.3,174.5,103.2,113.1,81.7,144.6,56.7,103.3,269.8,198.9,340.1,363.1,"CDKN2A-interacting protein OS=Homo sapiens OX=9606 GN=CDKN2AIP PE=1 SV=3",135.2,85.4209576157983,96.575,37.2509843270394,292.975,74.2191967530414,120.525,37.0705970638007,2.43082348060568,0.801286040240614,1.12175897116781,3.03365260160497,2.16697485207101,2.43082348060568,0.714312130177515,0.801286040240614,1.12175897116781,0.986671673417922,0.817299307603025,0.0173049575902129,0.946693430818029,0.00967249053462138,0.00379565283380623,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"4155","P42166",7423.9,9534,9301.2,6082.4,6994.5,7321.4,9475.9,7936.1,10519,8599.4,10881,10201.5,10773.5,12248.1,8822.7,7445,"Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",8085.375,1635.66529252371,10050.225,1006.26610256267,9822.325,2116.60439757488,7931.975,1100.81524751734,1.23832021659171,1.26705202676509,1.01933944572443,0.977323890758665,1.21482615215744,1.23832021659171,1.24301284727053,1.26705202676509,1.01933944572443,0.998926570902504,0.313544535212667,0.412404235273102,0.256965786176881,0.343969820089635,0.996519626094174,"ns","ns","ns","ns","ns","ns"
"4156","Q15121",2415.1,6133,5529.3,1365.5,2672.3,2282.3,6460.5,2514.2,1433.5,1611,2538.2,1664.5,2580.3,8386.4,2514.9,2276.4,"Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2",3860.725,2328.32956197499,1811.8,494.228617814334,3939.5,2967.47541523093,3482.325,1991.89966677541,1.1312844148665,0.520284579986073,1.10866303403617,2.17435699304559,1.02040419869325,1.1312844148665,0.469290094477074,0.520284579986073,1.10866303403617,0.994267607306952,0.551390985732002,0.99994682865227,0.696037247789098,0.990023140252603,0.521793264581435,"ns","ns","ns","ns","ns","ns"
"4157","Q86XI2",236.5,278.9,247.5,183.2,238.6,222.8,258.7,226.7,269.4,141.2,223.8,202.4,262.3,240.8,178.4,244.2,"Condensin-2 complex subunit G2 OS=Homo sapiens OX=9606 GN=NCAPG2 PE=1 SV=1",236.525,39.8315097211575,209.2,53.2523551904827,231.425,36.5878281217493,236.7,16.1329889770412,0.977714406421631,0.883819180397127,0.999260667511618,1.10623804971319,0.978437797273016,0.977714406421631,0.884473100095127,0.883819180397127,0.999260667511618,0.999999901091235,0.754500114218948,0.997591060866073,0.751014103311056,0.997337468845938,0.848522493482457,"ns","ns","ns","ns","ns","ns"
"4158","P08397",2559.6,2214.4,2163.5,3844.6,2444,3347.4,2244.4,2397,4414.6,4974.2,2744.5,3989.4,4620.8,2371.7,4603.7,7281,"Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2",2695.525,785.998479112184,4030.675,947.556082333213,4719.3,2008.0337198364,2608.2,500.11137426244,1.80940878766966,1.54538570661759,1.03348094471283,1.17084607416872,1.75079066230141,1.80940878766966,1.49532094860927,1.54538570661759,1.03348094471283,0.999590713859269,0.430836714995136,0.134852229016492,0.379205087502184,0.114169545397856,0.849078400579109,"ns","ns","ns","ns","ns","ns"
"4159","Q9H2K0",242,166.1,172.4,215.1,250,137.5,164.8,248.1,137.3,208.1,175.7,248.8,201.8,135.6,277.4,159.4,"Translation initiation factor IF-3, mitochondrial OS=Homo sapiens OX=9606 GN=MTIF3 PE=1 SV=4",198.9,36.0469138762252,192.475,47.4071988204323,193.55,62.2449730232624,200.1,57.6161435710513,0.967266366816592,0.961894052973513,0.99400299850075,1.00558514092739,0.973102061337355,0.967266366816592,0.967697335344394,0.961894052973513,0.99400299850075,0.999986620788223,0.997974733364635,0.998825549610743,0.996634554521582,0.997855420510335,0.999990380438085,"ns","ns","ns","ns","ns","ns"
"4160","O60610",12785.8,12785.7,13569.4,15457.1,13590,14572,12873.2,13121.2,11222.6,11997.8,11243.8,11480.6,11904.8,11388.9,11619.8,7862.4,"Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2",13649.5,1260.41817134896,11486.2,360.559121365692,10693.975,1899.47245724526,13539.1,750.008097734062,0.789858631666802,0.848372491524547,1.00815416091173,0.931028103289164,0.783470090479505,0.789858631666802,0.841510678046815,0.848372491524547,1.00815416091173,0.99919438802302,0.106634424098578,0.0218098029633079,0.131534335530965,0.0273247899105497,0.793143319245767,"ns","Up in HCC1806","Up in MCF10A","ns","ns","ns"
"4161","P43304",10524.6,10217.2,11098.5,15981.5,11924.3,14569.4,9729.1,10849.6,19504.2,22945.2,18012.7,19358.1,14000.5,9795.2,16147.7,14067.9,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3",11955.45,2708.76888948959,19955.05,2103.43651912769,13502.825,2665.13521029734,11768.1,2071.46030455168,1.14740909747538,1.69569004342247,1.0159201570347,0.676662047952774,1.12942841967471,1.14740909747538,1.66911743179889,1.69569004342247,1.0159201570347,0.999493975966081,0.00249039598971901,0.800253253762803,0.00207243343827701,0.741516933107456,0.0118599266042942,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"4162","O43593",1759.1,1451.6,1390.6,2156.2,1671.9,1929.7,1581.8,1607.1,2296.5,2382,1547.1,2305,3213.3,3670,3358.8,10317,"Lysine-specific demethylase hairless OS=Homo sapiens OX=9606 GN=HR PE=1 SV=5",1689.375,350.518952174249,2132.65,392.256535955744,5139.775,3456.7361835263,1697.625,159.301378420485,3.02762683160297,1.25625506221928,0.995140269494146,2.41004149766722,3.04241213466519,3.02762683160297,1.26238993710692,1.25625506221928,0.995140269494146,0.999999887084544,0.983495894539636,0.0681623575238974,0.984366467737573,0.068939969626554,0.123824239592274,"ns","ns","ns","ns","ns","ns"
"4163","P16157",72,196.2,200.8,46.9,77.3,112.1,222.2,77.1,80.4,63.2,77.1,95.3,70.6,162.5,64.6,132.1,"Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3",128.975,80.953664730717,79,13.1770001644279,107.45,47.7220075017806,122.175,68.6829127221611,0.879476161244117,0.646613464293022,1.05565786781256,1.36012658227848,0.833107191316147,0.879476161244117,0.612521806551657,0.646613464293022,1.05565786781256,0.99833429920032,0.634444276453198,0.952721530022929,0.728806177300363,0.983846718231662,0.90010120493201,"ns","ns","ns","ns","ns","ns"
"4164","P16435",2720.8,2705,3115.8,3375.2,2829.8,3702.9,2841.2,2703.3,7344.9,7604.8,5567.3,6092.1,4248,2217.1,3638.8,3768.4,"NADPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2",2979.2,325.285392642625,6652.275,979.455639203056,3468.075,874.178392835238,3019.3,459.998123184577,1.14863544530189,2.20325075348591,0.986718775875203,0.521336685569974,1.164096066058,1.14863544530189,2.23290648496241,2.20325075348591,0.986718775875203,0.999809860058359,5.06310573326063e-05,0.769691207920773,5.64015527647621e-05,0.810882530682597,0.000199007989177824,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"4165","Q9UHQ4",96,221.4,280.6,26.7,58.1,57.5,266.7,145.1,134.8,101.7,231.4,114,87.7,427.5,17.3,0.1,"B-cell receptor-associated protein 29 OS=Homo sapiens OX=9606 GN=BCAP29 PE=1 SV=2",156.175,115.644120040753,145.475,58.8896920804765,133.15,199.859242134725,131.85,98.8720890848373,1.00985968904058,1.10333712552143,1.18448995070155,0.915277539096065,0.852569233231951,1.00985968904058,0.931487113814631,1.10333712552143,1.18448995070155,0.99300791754824,0.999388792251701,0.994049749281376,0.998743068301159,0.999998896876467,0.999067850857511,"ns","ns","ns","ns","ns","ns"
"4166","Q9H4M9",8412.8,9219.9,8765.1,8725.1,9222.2,8533.5,9054.4,8603,9516.9,8363.4,8643.9,9310.7,18905.1,20341.2,17072.5,10410.1,"EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2",8780.725,332.456396890379,8958.725,544.356613351946,16682.225,4390.18366766509,8853.275,337.367528322847,1.88429987772886,1.01191084655114,0.991805292391799,1.86212044682698,1.89986874660122,1.88429987772886,1.02027167460546,1.01191084655114,0.991805292391799,0.99996264650475,0.999451081218926,0.00146285892750886,0.999885428340346,0.0015778326425322,0.00176203344520598,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"4167","O96008",4938.8,5543.9,5894.9,3751.8,5098.9,5126.2,5046.4,4727.5,5302.2,4635.9,7079.2,5600,3961.4,4281.6,4109.5,4718,"Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1",5032.35,940.608988900277,5654.325,1031.89170418541,4267.625,327.521097284842,4999.75,184.496260124698,0.853567678383919,1.1309215460773,1.0065203260163,0.754754104159206,0.848038192891989,0.853567678383919,1.12359533816209,1.1309215460773,1.0065203260163,0.999901371058322,0.628640609014453,0.469417508568242,0.591446037340797,0.504578534505,0.0775039892241445,"ns","ns","ns","ns","ns","ns"
